page,row_on_page,title,episode_date,summary,transcript_url,slug,episode_type,year
24,7,Spider-Man: No Way Home Is Here!,2021-12-17,Were talking about the most anticipated movie of the winter: 'Spider-Man: No Way Home.' Swinging into the conversation with Sean and Amanda is our fr...,https://podscripts.co/podcasts/the-big-picture/spider-man-no-way-home-is-here,spider-man-no-way-home-is-here,interview,2021
24,8,The Leonardo DiCaprio Hall of Fame and Dont Look Up With Adam McKay,2021-12-14,"Sean and Amanda discuss the new Netflix climate crisis satire Dont Look Up, which stars Leonardo DiCaprio, Jennifer Lawrence, and Meryl Streep (1:0...",https://podscripts.co/podcasts/the-big-picture/the-leonardo-dicaprio-hall-of-fame-and-dont-look-up-with-adam-mckay,the-leonardo-dicaprio-hall-of-fame-and-dont-look-up-with-adam-mckay,ranking,2021
24,9,West Side Story and Top Five Steven Spielberg Movies,2021-12-10,"This week marks the release of Steven Spielbergs first musical, a remake and modest reimagining of the 1957 show and legendary 1961 film. Sean and Am...",https://podscripts.co/podcasts/the-big-picture/west-side-story-and-top-five-steven-spielberg-movies,west-side-story-and-top-five-steven-spielberg-movies,ranking,2021
24,10,Top Five Movie Soundtracks,2021-12-09,Its a music-movies team-up episode. Rob Harvilla returns to the show to talk about the art of the soundtrack and share his top five favorites (1:00)....,https://podscripts.co/podcasts/the-big-picture/top-five-movie-soundtracks,top-five-movie-soundtracks,ranking,2021
24,11,Top Five Movies of 2021. Plus: Denis Villeneuve on Dune!,2021-12-07,"It's time to talk about the best of the year, so Sean and Amanda are joined by Adam Nayman and Chris Ryan to share their five favorite movies of 2021...",https://podscripts.co/podcasts/the-big-picture/top-five-movies-of-2021-plus-denis-villeneuve-on-dune,top-five-movies-of-2021-plus-denis-villeneuve-on-dune,ranking,2021
24,12,The Holiday Movie Draft,2021-12-02,"Its December, which means its officially holiday movie season. Were bringing Chris Ryan back to draft holiday movies with one special twista wild-...",https://podscripts.co/podcasts/the-big-picture/the-holiday-movie-draft,the-holiday-movie-draft,draft,2021
24,13,The Beatles: Get Back and Our Fab 5 Beatles Albums,2021-11-30,"The weekend delivered a bountiful feast for Beatles fans: Peter Jacksons epic, revelatory eight-hour Get Back documentary series on Disney+. Amanda...",https://podscripts.co/podcasts/the-big-picture/the-beatles-get-back-and-our-fab-5-beatles-albums,the-beatles-get-back-and-our-fab-5-beatles-albums,standard,2021
24,14,Licorice Pizza and the Paul Thomas Anderson Rankings,2021-11-26,Paul Thomas Andersons ninth feature film opens today in select theaters. Sean and Amanda have a spoiler-free conversation about the coming-of-age sto...,https://podscripts.co/podcasts/the-big-picture/licorice-pizza-and-the-paul-thomas-anderson-rankings,licorice-pizza-and-the-paul-thomas-anderson-rankings,ranking,2021
24,15,House of Gucci and Top 5 Ridley Scott Movies,2021-11-24,"It's time for the house of Gucci! Ridley Scott's much-anticipated family crime drama set among the famed Italian fashion empire, starring Lady Gaga, A...",https://podscripts.co/podcasts/the-big-picture/house-of-gucci-and-top-5-ridley-scott-movies,house-of-gucci-and-top-5-ridley-scott-movies,ranking,2021
24,16,"Ghostbusters: Afterlife,Tick, Tick ... Boom!,' and Our Top Five Feel-Good Movies",2021-11-22,"We're talking about a trio of new releases'Ghostbusters: Afterlife,' 'Tick, Tick ... Boom!,' and 'C'mon C'mon'that attempt to pluck our heartstrings...",https://podscripts.co/podcasts/the-big-picture/ghostbusters-afterlife-tick-tick-boom-and-our-top-five-feel-good-movies,ghostbusters-afterlife-tick-tick-boom-and-our-top-five-feel-good-movies,ranking,2021
24,17,King Richard and Top 5 Sports Movies With Bill Simmons,2021-11-19,"With Will Smith in the center of the frame, King Richard has garnered a lot of Oscars buzz. Now that the film is in theaters and on HBO Max, we talk...",https://podscripts.co/podcasts/the-big-picture/king-richard-and-top-5-sports-movies-with-bill-simmons,king-richard-and-top-5-sports-movies-with-bill-simmons,oscar,2021
24,18,10 Irrational Best-Picture Oscar Predictions and Why Belfast Is the Front-Runner,2021-11-16,"Once upon a time, this was a podcast dedicated to Academy Awards coverage, so were going to throwback today to discuss Kenneth Branaghs autobiograph...",https://podscripts.co/podcasts/the-big-picture/10-irrational-best-picture-oscar-predictions-and-why-belfast-is-the-front-runner,10-irrational-best-picture-oscar-predictions-and-why-belfast-is-the-front-runner,oscar,2021
24,19,The Royal Movie Hall of Fame and Spencer,2021-11-12,"Kristen Stewarts much-anticipated role as Princess Diana in Spencer has finally arrived. We discuss Stewarts performance, as well as the largersu...",https://podscripts.co/podcasts/the-big-picture/the-royal-movie-hall-of-fame-and-spencer,the-royal-movie-hall-of-fame-and-spencer,ranking,2021
24,20,"Top Five Movie Robots, Finch, and the Awful Truth About Hollywood",2021-11-09,"A new Tom Hanks movie, Finch, just hit Apple TV+; it's about a man and his robot pal enduring a post-apocalyptic terrain. Sean is joined by 'Gene an...",https://podscripts.co/podcasts/the-big-picture/top-five-movie-robots-finch-and-the-awful-truth-about-hollywood,top-five-movie-robots-finch-and-the-awful-truth-about-hollywood,ranking,2021
25,1,Eternals Is a Big Miss. But Is Marvel Too Big to Fail?,2021-11-05,"The newest entrant in the MCU comes from Oscar-winning filmmaker Chloe Zhao, but something isnt quite right about the movie. Sean is joined by Joanna...",https://podscripts.co/podcasts/the-big-picture/eternals-is-a-big-miss-but-is-marvel-too-big-to-fail,eternals-is-a-big-miss-but-is-marvel-too-big-to-fail,oscar,2021
25,2,The 1994 Mega-Movie Draft,2021-11-02,"We are drafting again! And this time, the roster is growing. Shea Serrano and Van Lathan join Sean, Amanda, and Chris Ryan for a draft of one of the g...",https://podscripts.co/podcasts/the-big-picture/the-1994-mega-movie-draft,the-1994-mega-movie-draft,draft,2021
25,3,The Edgar Wright Rankings and Last Night in Soho With Edgar Wright!,2021-10-29,"The directors latest, the psychological horror movie Last Night in Soho, is out in theaters. Sean is joined by The Ringer's Rob Harvilla to talk ab...",https://podscripts.co/podcasts/the-big-picture/the-edgar-wright-rankings-and-last-night-in-soho-with-edgar-wright,the-edgar-wright-rankings-and-last-night-in-soho-with-edgar-wright,ranking,2021
25,4,Dune. DUNE. DUNE!,2021-10-25,This is a podcast about Dune. DUUUUUUUUUUUNE. Hosts: Sean Fennessey and Amanda Dobbins Guest: Chris Ryan Producer:BobbyWagner Learn more about yo...,https://podscripts.co/podcasts/the-big-picture/dune-dune-dune,dune-dune-dune,standard,2021
25,5,Top Five Wes Anderson Movies and The French Dispatch,2021-10-22,"After being delayed more than a year by COVID, Wes Andersons The French Dispatch has finally hit theaters in limited release. We gather to discuss...",https://podscripts.co/podcasts/the-big-picture/top-five-wes-anderson-movies-and-the-french-dispatch,top-five-wes-anderson-movies-and-the-french-dispatch,ranking,2021
25,6,Top 5 Movie Duos and Why The Last Duel Rules,2021-10-19,"Were talking about The Last Duel, the latest film from Ridley Scott and the first produced screenplay from Matt Damon and Ben Affleck since Good W...",https://podscripts.co/podcasts/the-big-picture/top-5-movie-duos-and-why-the-last-duel-rules,top-5-movie-duos-and-why-the-last-duel-rules,ranking,2021
25,7,Lets Rank the Horror Franchises. Plus: Halloween Kills.,2021-10-15,"Every year, Chris Ryan joins Sean to share his favorite horror flicks, break down the state of the genre, and spotlight a few under-the-radar gems. Th...",https://podscripts.co/podcasts/the-big-picture/lets-rank-the-horror-franchises-plus-halloween-kills,lets-rank-the-horror-franchises-plus-halloween-kills,standard,2021
25,8,The 1998 Movie Draft: A Time for Betrayal,2021-10-12,We are drafting again! Sean and Amanda are joined by Chris Ryan to pick their faves and foil their pals in another hotly contested draft over a deligh...,https://podscripts.co/podcasts/the-big-picture/the-1998-movie-draft-a-time-for-betrayal,the-1998-movie-draft-a-time-for-betrayal,draft,2021
25,9,No Time to Die and Top Five James Bond Movies,2021-10-08,"James Bond is back! After a nearly two-year delay, No Time to Die finally arrives in theaters around the world. To celebrate, Sean and Amanda are jo...",https://podscripts.co/podcasts/the-big-picture/no-time-to-die-and-top-five-james-bond-movies,no-time-to-die-and-top-five-james-bond-movies,ranking,2021
25,10,Venom: Let There Be Carnage and Top 5 Comic Book Movie Sequels,2021-10-05,"Eddie Brock and his alien symbiote pal are back in 'Venom: Let There Be Carnage,' a sequel to the surprise mega-hit from 2018.To break down the new '...",https://podscripts.co/podcasts/the-big-picture/venom-let-there-be-carnage-and-top-5-comic-book-movie-sequels,venom-let-there-be-carnage-and-top-5-comic-book-movie-sequels,ranking,2021
25,11,Top Five Sopranos Episodes and The Many Saints of Newark With David Chase,2021-10-01,"This weekend sees the release in theaters and streaming on HBO Max of The Many Saints of Newark, a film prequel to David Chases medium-altering TV...",https://podscripts.co/podcasts/the-big-picture/top-five-sopranos-episodes-and-the-many-saints-of-newark-with-david-chase,top-five-sopranos-episodes-and-the-many-saints-of-newark-with-david-chase,ranking,2021
25,12,"A 400th Episode ""Ask Us Anything"" Mailbag Extravaganza",2021-09-28,"Its the 400th episode! To celebrate, Sean and Amanda are opening up the mailbag to answer just about anything you wanted to know, in the world of mov...",https://podscripts.co/podcasts/the-big-picture/a-400th-episode-ask-us-anything-mailbag-extravaganza,a-400th-episode-ask-us-anything-mailbag-extravaganza,mailbag,2021
25,13,"The 2021 Movie Star Ranking: 35 Under 35. Plus, the Catastrophe of 'Dear Evan Hansen.'",2021-09-24,"It's back! We revisit our controversial list of young stars 18 months later and determine what we got right, what we got wrong, and where movie stardo...",https://podscripts.co/podcasts/the-big-picture/the-2021-movie-star-ranking-35-under-35-plus-the-catastrophe-of-dear-evan-hansen,the-2021-movie-star-ranking-35-under-35-plus-the-catastrophe-of-dear-evan-hansen,ranking,2021
25,14,"Top-Five Actor Transformations, The Eyes of Tammy Faye, and the Horrifying Future of Award Shows",2021-09-21,"Its late September, and that can only mean one thing: We now begin that deathless march to the center of the hellscape better known as Awards Season....",https://podscripts.co/podcasts/the-big-picture/top-five-actor-transformations-the-eyes-of-tammy-faye-and-the-horrifying-future-of-award-shows,top-five-actor-transformations-the-eyes-of-tammy-faye-and-the-horrifying-future-of-award-shows,oscar,2021
25,15,Top 5 Clint Eastwood Movies and Cry Macho,2021-09-17,"'Cry Macho,' the 44th film directed by 91-year-old Hollywood icon Clint Eastwood, arrives in theaters and is now available on HBO Max.Adam Nayman and...",https://podscripts.co/podcasts/the-big-picture/top-5-clint-eastwood-movies-and-cry-macho,top-5-clint-eastwood-movies-and-cry-macho,ranking,2021
25,16,The 2004 Movie Draft,2021-09-14,"We asked, you decided: After a public vote, we're drafting from the year 2004. Who were we? What were we doing? And what movies were we seeing? Join S...",https://podscripts.co/podcasts/the-big-picture/the-2004-movie-draft,the-2004-movie-draft,draft,2021
25,17,The Prestige Dirtbag Movie: A Celebration,2021-09-10,"Sean is joined by Chris Ryan to break down the new Paul Schrader film The Card Counter, explore Schraders seminal works, and define one of their fa...",https://podscripts.co/podcasts/the-big-picture/the-prestige-dirtbag-movie-a-celebration,the-prestige-dirtbag-movie-a-celebration,standard,2021
25,18,The 20 Most Anticipated Fall Movies and the Winners of the Telluride Film Festival,2021-09-07,"Sean chats with Amanda about his trip to the Telluride Film Festival, an annual launchpad for Oscar contenders. He talks about the best films he saw a...",https://podscripts.co/podcasts/the-big-picture/the-20-most-anticipated-fall-movies-and-the-winners-of-the-telluride-film-festival,the-20-most-anticipated-fall-movies-and-the-winners-of-the-telluride-film-festival,oscar,2021
25,19,Shang-Chi and the Legend of the Ten Rings and the 10 Movies to See Before It,2021-09-03,"This weekend sees the release of a hugely important movie for the Marvel Cinematic Universe, Shang Chi and the Legend of the Ten Rings. Sean breaks...",https://podscripts.co/podcasts/the-big-picture/shang-chi-and-the-legend-of-the-ten-rings-and-the-10-movies-to-see-before-it,shang-chi-and-the-legend-of-the-ten-rings-and-the-10-movies-to-see-before-it,standard,2021
25,20,Top Five Summer 2021 Movies and Everything Sean Missed While He Was Out,2021-08-27,"Sean returns from his break and Amanda runs down the major story lines from the world of movies that he missed (0:31). Then, they share their favorite...",https://podscripts.co/podcasts/the-big-picture/top-five-summer-2021-movies-and-everything-sean-missed-while-he-was-out,top-five-summer-2021-movies-and-everything-sean-missed-while-he-was-out,ranking,2021
26,1,8. Something Wonderful Is Coming to an End | Gene and Roger,2021-08-25,"Still reeling from Gene Siskel's death, Roger Ebert tries to bring their show into the new century. But Hollywood is changing, and so is the media lan...",https://podscripts.co/podcasts/the-big-picture/8-something-wonderful-is-coming-to-an-end-gene-and-roger,8-something-wonderful-is-coming-to-an-end-gene-and-roger,standard,2021
26,2,7. The Realities of Time | Gene and Roger,2021-08-23,"By the late '90s, the unlikely alliance between Gene Siskel and Roger Ebert was stronger than ever. But their hard-won friendship would soon face unex...",https://podscripts.co/podcasts/the-big-picture/7-the-realities-of-time-gene-and-roger,7-the-realities-of-time-gene-and-roger,standard,2021
26,3,The M. Night Shyamalan Rankings and Old,2021-08-20,"In July, the sometimes-acclaimed, sometimes-controversial, sometimes-downright-vilified writer-director M. Night Shyamalan released his 14th feature f...",https://podscripts.co/podcasts/the-big-picture/the-m-night-shyamalan-rankings-and-old,the-m-night-shyamalan-rankings-and-old,ranking,2021
